date,item,unit,min_price,max_price,avg_price
2025-09-26,गोलभेडा ठूलो(नेपाली),के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
2025-09-26,गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.६०
2025-09-26,गोलभेडा सानो(लोकल),के.जी.,रू ४२.००,रू ५२.००,रू ४७.४०
2025-09-26,गोलभेडा सानो(टनेल),के जी,रू ४८.००,रू ६५.००,रू ५८.२०
2025-09-26,गोलभेडा सानो(भारतीय),के जी,रू ३८.००,रू ४५.००,रू ४२.४०
2025-09-26,आलु रातो,के.जी.,रू ५०.००,रू ५२.००,रू ५१.४०
2025-09-26,आलु रातो(भारतीय),के जी,रू ३४.००,रू ३६.००,रू ३५.००
2025-09-26,आलु रातो(मुडे),केजी,रू ४१.००,रू ४५.००,रू ४३.००
2025-09-26,आलु सेतो,के.जी.,रू ३८.००,रू ४०.००,रू ३९.००
2025-09-26,प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४४.००,रू ४१.८०
2025-09-26,गाजर(लोकल),के.जी.,रू ११५.००,रू १२५.००,रू १२०.००
2025-09-26,गाजर(तराई),केजी,रू १००.००,रू ११०.००,रू १०७.५०
2025-09-26,बन्दा(लोकल),के.जी.,रू ४५.००,रू ५५.००,रू ४८.००
2025-09-26,काउली स्थानिय,के.जी.,रू ७०.००,रू ८०.००,रू ७६.००
2025-09-26,मूला रातो,के.जी.,रू ४५.००,रू ५५.००,रू ४९.००
2025-09-26,सेतो मूला(हाइब्रीड),केजी,रू ४५.००,रू ५०.००,रू ४८.६०
2025-09-26,भन्टा लाम्चो,के.जी.,रू २०.००,रू ३०.००,रू २४.००
2025-09-26,भन्टा डल्लो,के.जी.,रू ३०.००,रू ४०.००,रू ३६.००
2025-09-26,बोडी(तने),के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
2025-09-26,मकै बोडी,केजी,रू १००.००,रू ११०.००,रू १०६.२५
2025-09-26,मटरकोशा,के.जी.,रू १९०.००,रू २१०.००,रू २००.००
2025-09-26,घिउ सिमी(लोकल),के.जी.,रू १२०.००,रू १४०.००,रू १२६.००
2025-09-26,घिउ सिमी(हाइब्रीड),केजी,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,घिउ सिमी(राजमा),केजी,रू १८०.००,रू २००.००,रू १९४.००
2025-09-26,टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,भटमासकोशा,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
2025-09-26,तितो करेला,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६६.००
2025-09-26,परवर(लोकल),के.जी.,रू ६५.००,रू ७५.००,रू ७१.००
2025-09-26,परवर(तराई),केजी,रू ६५.००,रू ७५.००,रू ७१.००
2025-09-26,चिचिण्डो,के.जी.,रू ३५.००,रू ४५.००,रू ४१.४०
2025-09-26,घिरौला,के.जी.,रू ७५.००,रू ८५.००,रू ७८.००
2025-09-26,झिगूनी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
2025-09-26,फर्सी पाकेको,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
2025-09-26,फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
2025-09-26,हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३७.००
2025-09-26,सलगम,के.जी.,रू ८५.००,रू १००.००,रू ९३.००
2025-09-26,भिण्डी,के.जी.,रू ६०.००,रू ७०.००,रू ६७.००
2025-09-26,सखरखण्ड,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,बरेला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,पिंडालू,के.जी.,रू ७०.००,रू ८०.००,रू ७६.००
2025-09-26,स्कूस,के.जी.,रू १५.००,रू २५.००,रू १८.६०
2025-09-26,रायो साग,के.जी.,रू ९०.००,रू ११०.००,रू १०२.००
2025-09-26,पालूगो साग,के.जी.,रू ९०.००,रू १००.००,रू ९८.००
2025-09-26,चमसूरको साग,के.जी.,रू १८०.००,रू २००.००,रू १९२.५०
2025-09-26,तोरीको साग,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
2025-09-26,प्याज हरियो,के.जी.,रू ६०.००,रू ८०.००,रू ६७.००
2025-09-26,च्याउ(कन्य),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
2025-09-26,च्याउ(डल्ले),के जी,रू ३५०.००,रू ४००.००,रू ३७५.००
2025-09-26,कुरीलो,के.जी.,रू ३५०.००,रू ४००.००,रू ३९०.००
2025-09-26,न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
2025-09-26,ब्रोकाउली,के.जी.,रू १७०.००,रू २००.००,रू १८४.००
2025-09-26,चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,सजिवन,के.जी.,रू १९०.००,रू २१०.००,रू २००.००
2025-09-26,रातो बन्दा,के.जी.,रू १८०.००,रू २००.००,रू १८७.५०
2025-09-26,जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९२.५०
2025-09-26,पार्सले,के.जी.,रू ६५०.००,रू ७५०.००,रू ७००.००
2025-09-26,सौफको साग,के.जी.,रू २००.००,रू २५०.००,रू २२३.३३
2025-09-26,पुदीना,के.जी.,रू ६००.००,रू ७००.००,रू ६५०.००
2025-09-26,इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
2025-09-26,तामा,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
2025-09-26,गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२८.००
2025-09-26,स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,केरा,दर्जन,रू ११०.००,रू १३०.००,रू १२०.००
2025-09-26,कागती,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
2025-09-26,अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
2025-09-26,सुन्तला(भारतीय),केजी,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,तरबुजा(हरियो),के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
2025-09-26,मौसम,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,जुनार,के.जी.,रू २४०.००,रू २६०.००,रू २५०.००
2025-09-26,भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
2025-09-26,नासपाती(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८३.००
2025-09-26,नासपाती(चाइनिज),केजी,रू २००.००,रू २२०.००,रू २०४.००
2025-09-26,मेवा(नेपाली),के.जी.,रू ५५.००,रू ७०.००,रू ६१.६७
2025-09-26,मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,अम्बा,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
2025-09-26,लप्सी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
2025-09-26,किवि,केजी,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,शरीफा,के‍.जी,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,आभोकाडो,के.जी,रू २५०.००,रू ३५०.००,रू ३००.००
2025-09-26,अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००
2025-09-26,अदुवा,के.जी.,रू १००.००,रू १२०.००,रू १०७.५०
2025-09-26,खु्र्सानी सुकेको,के.जी.,रू ३६०.००,रू ४००.००,रू ३७७.५०
2025-09-26,खु्र्सानी हरियो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
2025-09-26,खुर्सानी हरियो(बुलेट),के जी,रू ३०.००,रू ४०.००,रू ३५.००
2025-09-26,खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू ९०.००,रू ८३.००
2025-09-26,खुर्सानी हरियो(अकबरे),के जी,रू १५०.००,रू २५०.००,रू १९६.००
2025-09-26,भेडे खु्र्सानी,के.जी.,रू १००.००,रू ११०.००,रू १०३.३३
2025-09-26,लसुन हरियो,के.जी.,रू १७०.००,रू २००.००,रू १८२.००
2025-09-26,हरियो धनिया,के.जी.,रू ८०.००,रू १२०.००,रू १००.००
2025-09-26,लसुन सुकेको चाइनिज,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
2025-09-26,लसुन सुकेको नेपाली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,छ्यापी सुकेको,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,छ्यापी हरियो,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
2025-09-26,ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
2025-09-26,ताजा माछा(बचुवा),के जी,रू २६०.००,रू २८०.००,रू २७०.००
2025-09-26,ताजा माछा(छडी),के जी,रू २१०.००,रू २३०.००,रू २२०.००
2025-09-26,रुख टमाटर,केजी,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
2025-09-26,सिताके च्याउ,के.जी.,रू ९००.००,"रू १,०००.००",रू ९५०.००
2025-09-26,गोलभेडा ठूलो(नेपाली),के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
2025-09-26,गोलभेडा ठूलो(भारतीय),केजी,रू ६०.००,रू ७०.००,रू ६५.६०
2025-09-26,गोलभेडा सानो(लोकल),के.जी.,रू ४२.००,रू ५२.००,रू ४७.४०
2025-09-26,गोलभेडा सानो(टनेल),के जी,रू ४८.००,रू ६५.००,रू ५८.२०
2025-09-26,गोलभेडा सानो(भारतीय),के जी,रू ३८.००,रू ४५.००,रू ४२.४०
2025-09-26,आलु रातो,के.जी.,रू ५०.००,रू ५२.००,रू ५१.४०
2025-09-26,आलु रातो(भारतीय),के जी,रू ३४.००,रू ३६.००,रू ३५.००
2025-09-26,आलु रातो(मुडे),केजी,रू ४१.००,रू ४५.००,रू ४३.००
2025-09-26,आलु सेतो,के.जी.,रू ३८.००,रू ४०.००,रू ३९.००
2025-09-26,प्याज सुकेको (भारतीय),के.जी.,रू ४०.००,रू ४४.००,रू ४१.८०
2025-09-26,गाजर(लोकल),के.जी.,रू ११५.००,रू १२५.००,रू १२०.००
2025-09-26,गाजर(तराई),केजी,रू १००.००,रू ११०.००,रू १०७.५०
2025-09-26,बन्दा(लोकल),के.जी.,रू ४५.००,रू ५५.००,रू ४८.००
2025-09-26,काउली स्थानिय,के.जी.,रू ७०.००,रू ८०.००,रू ७६.००
2025-09-26,मूला रातो,के.जी.,रू ४५.००,रू ५५.००,रू ४९.००
2025-09-26,सेतो मूला(हाइब्रीड),केजी,रू ४५.००,रू ५०.००,रू ४८.६०
2025-09-26,भन्टा लाम्चो,के.जी.,रू २०.००,रू ३०.००,रू २४.००
2025-09-26,भन्टा डल्लो,के.जी.,रू ३०.००,रू ४०.००,रू ३६.००
2025-09-26,बोडी(तने),के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
2025-09-26,मकै बोडी,केजी,रू १००.००,रू ११०.००,रू १०६.२५
2025-09-26,मटरकोशा,के.जी.,रू १९०.००,रू २१०.००,रू २००.००
2025-09-26,घिउ सिमी(लोकल),के.जी.,रू १२०.००,रू १४०.००,रू १२६.००
2025-09-26,घिउ सिमी(हाइब्रीड),केजी,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,घिउ सिमी(राजमा),केजी,रू १८०.००,रू २००.००,रू १९४.००
2025-09-26,टाटे सिमी,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,भटमासकोशा,के.जी.,रू १००.००,रू ११०.००,रू १०५.००
2025-09-26,तितो करेला,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,लौका,के.जी.,रू ६०.००,रू ७०.००,रू ६६.००
2025-09-26,परवर(लोकल),के.जी.,रू ६५.००,रू ७५.००,रू ७१.००
2025-09-26,परवर(तराई),केजी,रू ६५.००,रू ७५.००,रू ७१.००
2025-09-26,चिचिण्डो,के.जी.,रू ३५.००,रू ४५.००,रू ४१.४०
2025-09-26,घिरौला,के.जी.,रू ७५.००,रू ८५.००,रू ७८.००
2025-09-26,झिगूनी,के.जी.,रू ८०.००,रू ९०.००,रू ८५.००
2025-09-26,फर्सी पाकेको,के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
2025-09-26,फर्सी हरियो(लाम्चो),के.जी.,रू ५०.००,रू ६०.००,रू ५६.२५
2025-09-26,हरियो फर्सी(डल्लो),केजी,रू ३०.००,रू ४०.००,रू ३७.००
2025-09-26,सलगम,के.जी.,रू ८५.००,रू १००.००,रू ९३.००
2025-09-26,भिण्डी,के.जी.,रू ६०.००,रू ७०.००,रू ६७.००
2025-09-26,सखरखण्ड,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,बरेला,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,पिंडालू,के.जी.,रू ७०.००,रू ८०.००,रू ७६.००
2025-09-26,स्कूस,के.जी.,रू १५.००,रू २५.००,रू १८.६०
2025-09-26,रायो साग,के.जी.,रू ९०.००,रू ११०.००,रू १०२.००
2025-09-26,पालूगो साग,के.जी.,रू ९०.००,रू १००.००,रू ९८.००
2025-09-26,चमसूरको साग,के.जी.,रू १८०.००,रू २००.००,रू १९२.५०
2025-09-26,तोरीको साग,के.जी.,रू ५५.००,रू ६५.००,रू ६०.००
2025-09-26,प्याज हरियो,के.जी.,रू ६०.००,रू ८०.००,रू ६७.००
2025-09-26,च्याउ(कन्य),के.जी.,रू २२०.००,रू २५०.००,रू २३५.००
2025-09-26,च्याउ(डल्ले),के जी,रू ३५०.००,रू ४००.००,रू ३७५.००
2025-09-26,कुरीलो,के.जी.,रू ३५०.००,रू ४००.००,रू ३९०.००
2025-09-26,न्यूरो,के.जी.,रू ७०.००,रू ८०.००,रू ७५.००
2025-09-26,ब्रोकाउली,के.जी.,रू १७०.००,रू २००.००,रू १८४.००
2025-09-26,चुकुन्दर,के.जी.,रू ६०.००,रू ७०.००,रू ६६.२५
2025-09-26,सजिवन,के.जी.,रू १९०.००,रू २१०.००,रू २००.००
2025-09-26,रातो बन्दा,के.जी.,रू १८०.००,रू २००.००,रू १८७.५०
2025-09-26,जिरीको साग,के.जी.,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,सेलरी,के.जी.,रू १८०.००,रू २००.००,रू १९२.५०
2025-09-26,पार्सले,के.जी.,रू ६५०.००,रू ७५०.००,रू ७००.००
2025-09-26,सौफको साग,के.जी.,रू २००.००,रू २५०.००,रू २२३.३३
2025-09-26,पुदीना,के.जी.,रू ६००.००,रू ७००.००,रू ६५०.००
2025-09-26,इमली,के.जी.,रू १७०.००,रू १८०.००,रू १७५.००
2025-09-26,तामा,के.जी.,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,तोफु,के.जी.,रू १३०.००,रू १५०.००,रू १४०.००
2025-09-26,गुन्दुक,के.जी.,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,स्याउ(झोले),के.जी.,रू २००.००,रू २५०.००,रू २२८.००
2025-09-26,स्याउ(फूजी),के जी,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,केरा,दर्जन,रू ११०.००,रू १३०.००,रू १२०.००
2025-09-26,कागती,के.जी.,रू १२०.००,रू १४०.००,रू १३०.००
2025-09-26,अनार,के.जी.,रू ३००.००,रू ३५०.००,रू ३२६.६७
2025-09-26,सुन्तला(भारतीय),केजी,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,तरबुजा(हरियो),के.जी.,रू ६५.००,रू ७५.००,रू ७०.००
2025-09-26,मौसम,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,जुनार,के.जी.,रू २४०.००,रू २६०.००,रू २५०.००
2025-09-26,भुई कटहर,प्रति गोटा,रू १४५.००,रू १५५.००,रू १५०.००
2025-09-26,नासपाती(लोकल),के.जी.,रू ८०.००,रू ९०.००,रू ८३.००
2025-09-26,नासपाती(चाइनिज),केजी,रू २००.००,रू २२०.००,रू २०४.००
2025-09-26,मेवा(नेपाली),के.जी.,रू ५५.००,रू ७०.००,रू ६१.६७
2025-09-26,मेवा(भारतीय),केजी,रू ९०.००,रू १००.००,रू ९५.००
2025-09-26,अम्बा,के.जी.,रू ७०.००,रू ९०.००,रू ८०.००
2025-09-26,लप्सी,के.जी.,रू ५०.००,रू ६०.००,रू ५५.००
2025-09-26,किवि,केजी,रू २५०.००,रू ३००.००,रू २७५.००
2025-09-26,शरीफा,के‍.जी,रू १००.००,रू १२०.००,रू ११०.००
2025-09-26,आभोकाडो,के.जी,रू २५०.००,रू ३५०.००,रू ३००.००
2025-09-26,अमला,के.जी,रू ७०.००,रू ८०.००,रू ७५.००
2025-09-26,अदुवा,के.जी.,रू १००.००,रू १२०.००,रू १०७.५०
2025-09-26,खु्र्सानी सुकेको,के.जी.,रू ३६०.००,रू ४००.००,रू ३७७.५०
2025-09-26,खु्र्सानी हरियो,के.जी.,रू ४०.००,रू ५०.००,रू ४५.००
2025-09-26,खुर्सानी हरियो(बुलेट),के जी,रू ३०.००,रू ४०.००,रू ३५.००
2025-09-26,खुर्सानी हरियो(माछे),के जी,रू ८०.००,रू ९०.००,रू ८३.००
2025-09-26,खुर्सानी हरियो(अकबरे),के जी,रू १५०.००,रू २५०.००,रू १९६.००
2025-09-26,भेडे खु्र्सानी,के.जी.,रू १००.००,रू ११०.००,रू १०३.३३
2025-09-26,लसुन हरियो,के.जी.,रू १७०.००,रू २००.००,रू १८२.००
2025-09-26,हरियो धनिया,के.जी.,रू ८०.००,रू १२०.००,रू १००.००
2025-09-26,लसुन सुकेको चाइनिज,के.जी.,रू २००.००,रू २२०.००,रू २१०.००
2025-09-26,लसुन सुकेको नेपाली,के.जी.,रू १४०.००,रू १६०.००,रू १५०.००
2025-09-26,छ्यापी सुकेको,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,छ्यापी हरियो,के.जी.,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,माछा सुकेको,के.जी.,रू ८००.००,"रू १,०००.००",रू ९००.००
2025-09-26,ताजा माछा(रहु),के जी,रू ३२०.००,रू ३४०.००,रू ३३०.००
2025-09-26,ताजा माछा(बचुवा),के जी,रू २६०.००,रू २८०.००,रू २७०.००
2025-09-26,ताजा माछा(छडी),के जी,रू २१०.००,रू २३०.००,रू २२०.००
2025-09-26,रुख टमाटर,केजी,रू १८०.००,रू २००.००,रू १९०.००
2025-09-26,राजा च्याउ,के.जी.,रू २८०.००,रू ३००.००,रू २९०.००
2025-09-26,सिताके च्याउ,के.जी.,रू ९००.००,"रू १,०००.००",रू ९५०.००
